seq,value_name,value_category,value_category_id,value_type,value_subtype,scale_type,scale_id,scale_name,scale_gender,value_metric_description,value_metric_units,value_metric_score,ancillary_metric_description,ancillary_metric_score,spatial_feature_definition,spatial_feature_type_id,spatial_feature_name,spatial_feature_id,spatial_feature_description,narrative,date_collected,metric_score_source,metric_score_contact,join
2664,"Fish, estuarine",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Bali-Witu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.59,,,Use existing layer,F_3,Estuaries,Est,500 m buffer 500 m either side of river mouths,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2664,"Fish, estuarine",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Bali-Witu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.07,,,Use existing layer,F_3,Estuaries,Est,500 m buffer 500 m either side of river mouths,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2664,"Fish, estuarine",Natural resource values,C_3,Contribution to Income,,Local Government,llg,Bali-Witu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.13,,,Use existing layer,F_3,Estuaries,Est,500 m buffer 500 m either side of river mouths,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2644,Timber,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Bali-Witu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.19,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2645,"Non-timber building material, forest",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Bali-Witu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.84,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2646,Ferns (kumu gras),Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Bali-Witu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.32,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2647,"Pigs, wild",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Bali-Witu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.55,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2648,"Other game, forest",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Bali-Witu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.7,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2649,"Tourism, forest",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Bali-Witu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.15,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2644,Timber,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Bali-Witu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.17,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2645,"Non-timber building material, forest",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Bali-Witu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.8,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2646,Ferns (kumu gras),Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Bali-Witu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),2.42,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2647,"Pigs, wild",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Bali-Witu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.78,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2648,"Other game, forest",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Bali-Witu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.96,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2649,"Tourism, forest",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Bali-Witu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.04,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2644,Timber,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Bali-Witu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.08,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2645,"Non-timber building material, forest",Natural resource values,C_3,Contribution to Income,,Local Government,llg,Bali-Witu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.41,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2646,Ferns (kumu gras),Natural resource values,C_3,Contribution to Income,,Local Government,llg,Bali-Witu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.28,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2647,"Pigs, wild",Natural resource values,C_3,Contribution to Income,,Local Government,llg,Bali-Witu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.09,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2648,"Other game, forest",Natural resource values,C_3,Contribution to Income,,Local Government,llg,Bali-Witu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.1,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2649,"Tourism, forest",Natural resource values,C_3,Contribution to Income,,Local Government,llg,Bali-Witu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.07,,,Use existing layer,F_3,Forest,for,Uncleared or regrowth forest,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2665,"Timber, mangroves",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Bali-Witu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.15,,,Use existing layer,F_3,Mangroves,man,All mangrove forests,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2666,"Shells, mangroves",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Bali-Witu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.68,,,Use existing layer,F_3,Mangroves,man,All mangrove forests,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2665,"Timber, mangroves",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Bali-Witu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.24,,,Use existing layer,F_3,Mangroves,man,All mangrove forests,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
2666,"Shells, mangroves",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Bali-Witu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.18,,,Use existing layer,F_3,Mangroves,man,All mangrove forests,,16/02/2012,"Climate futures, ecosystem services and livelihood adaptation strategies in West New Britain Province, PNG. Scopeing workshop. February 2012. ",Tim Skewes and James Butler. CSIRO,llg_Bali-Witu
