seq,value_name,value_category,value_category_id,value_type,value_subtype,scale_type,scale_id,scale_name,scale_gender,value_metric_description,value_metric_units,value_metric_score,ancillary_metric_description,ancillary_metric_score,spatial_feature_definition,spatial_feature_type_id,spatial_feature_name,spatial_feature_id,spatial_feature_description,narrative,date_collected,metric_score_source,metric_score_contact,join,join1
124,Spices,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.21,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
125,Sugar cane,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.29,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
126,Sweet potato,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),5.36,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
127,Tapioca,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),4.29,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
128,Taro,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),4.29,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
129,Taun (fruit),Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.21,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
131,Watermelons,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.86,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
137,Chestnut (ela),Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.64,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
139,Galip nuts,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.64,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
140,Herbs,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
144,Noni (herbs),Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
94,Banana,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.15,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
95,Betel nut,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.45,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
96,Bread fruit,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
99,Chickens,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.45,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
100,Chinese taro,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.15,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
107,Green vegetables,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.2,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
108,Home brew,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
114,Mushroom,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
115,Mustard,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.15,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
118,"Pigs, domestic",Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),1.26,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
123,Sago,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
124,Spices,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
